"","q_h.ch.v","q_h.ad.v","q_c.ch.v","q_c.ad.v"
"1",0.75,0.75,0.875,0.875
"2",0.706910233595408,0.785103455139324,0.875,0.875
"3",0.706910233595408,0.785103455139324,0.858574014832266,0.909593533631414
"4",0.65909515498206,0.785103455139324,0.85613883449696,0.909593533631414
"5",0.703929594834335,0.797302560438402,0.858365515945479,0.926668926491402
"6",0.744376248307526,0.783088401332498,0.84305980624631,0.944556027534418
"7",0.782350920629688,0.783088401332498,0.794623710447922,0.944556027534418
"8",0.781409399933182,0.796789039415307,0.766115303197876,0.944556027534418
"9",0.801051642838866,0.832565897144377,0.774347459571436,0.944556027534418
"10",0.802247650641948,0.861236592987552,0.775485327234492,0.917625177674927
"11",0.845720374723896,0.86163193245884,0.788928714348003,0.917625177674927
"12",0.821206360938959,0.874245585594326,0.7912299095653,0.917625177674927
"13",0.856505957338959,0.896230595256202,0.821322176069953,0.917625177674927
"14",0.87668831103947,0.882039802661166,0.84904469596222,0.917625177674927
"15",0.921921067498624,0.882039802661166,0.89064802324865,0.917625177674927
"16",0.92241265499033,0.881295786984265,0.858086091582663,0.94469363943208
"17",0.904748407215811,0.8619027182227,0.841753055597655,0.924109731824137
"18",0.938352890801616,0.832663921662606,0.841753055597655,0.924109731824137
"19",0.901547818956897,0.857397697190754,0.817876836587675,0.924109731824137
"20",0.880305975116789,0.869256716826931,0.780756256263703,0.924109731824137
"21",0.905701052537188,0.87278149810154,0.774579961947165,0.924109731824137
"22",0.900941525306552,0.91855017230846,0.748618094110861,0.924109731824137
"23",0.937871710979379,0.87078296544496,0.774139681598171,0.924109731824137
"24",0.915436683944426,0.877314746030606,0.74875878887251,0.932149407290853
"25",0.890254874853417,0.90456957789138,0.761475825007074,0.898387068789452
"26",0.937688368279487,0.931893373350613,0.746360879112035,0.898387068789452
"27",0.903697331319563,0.914305558940396,0.783153836871497,0.899456131830812
"28",0.861054437467828,0.881992645957507,0.760087850294076,0.888962530647404
"29",0.870297458604909,0.848490047384985,0.760087850294076,0.883022904046811
"30",0.882657393580302,0.839224939094857,0.756803228938952,0.888789611984976
"31",0.915699391649104,0.839224939094857,0.793280459544621,0.888789611984976
"32",0.902672616718337,0.86620978997089,0.793280459544621,0.891180278686807
"33",0.924480263399891,0.845566335483454,0.811080255755223,0.940151587547734
"34",0.913533544447273,0.845566335483454,0.805708863213658,0.914233270543627
"35",0.932567738811485,0.80346851781942,0.788093418558128,0.957586119626649
"36",0.925838371226564,0.794922348065302,0.799630777980201,0.939566280692816
"37",0.925256117107346,0.794922348065302,0.759138108347542,0.939566280692816
"38",0.940717350970954,0.80000175095629,0.781971125258133,0.939566280692816
"39",0.921980035956949,0.806455421750434,0.753134788409807,0.939566280692816
"40",0.919481399469077,0.804862832813524,0.790643385681324,0.939566280692816
"41",0.964006651192903,0.834684149711393,0.836752414051443,0.943111743032932
"42",0.9999,0.840007517882623,0.831762737291865,0.943111743032932
"43",0.9999,0.840007517882623,0.857671682606451,0.943111743032932
"44",0.982248548481241,0.867643355904147,0.817988692596555,0.938001775043085
