"","q_h.ch.v","q_h.ad.v","q_c.ch.v","q_c.ad.v"
"1",0.75,0.75,0.875,0.875
"2",0.798321438301355,0.788461986905895,0.875,0.914977139257826
"3",0.786577263916843,0.838437151466496,0.875,0.928601755178533
"4",0.78819570383057,0.887050584424287,0.924752928037196,0.964356941892765
"5",0.740180104551837,0.887128661642782,0.944940114556812,0.964356941892765
"6",0.732543107448146,0.891677030595019,0.973347274074331,0.970152009907179
"7",0.732543107448146,0.91525017269887,0.942742678290233,0.970152009907179
"8",0.700041714427061,0.893402290181257,0.942742678290233,0.970152009907179
"9",0.740991565375589,0.914929471886717,0.942742678290233,0.970152009907179
"10",0.722594861662947,0.941079846164212,0.920498590008356,0.992067825980484
"11",0.679500329704024,0.898974403808825,0.930808516521938,0.95271928794682
"12",0.68353846585378,0.898974403808825,0.930808516521938,0.982255488540977
"13",0.694262546184473,0.853679113602266,0.930808516521938,0.982255488540977
"14",0.690405695233494,0.846639687125571,0.941343936114572,0.973436088836752
"15",0.682933070883155,0.846639687125571,0.929720327048562,0.973436088836752
"16",0.682933070883155,0.808910317160189,0.945857027289458,0.973436088836752
"17",0.658178397105075,0.850221895775758,0.945857027289458,0.973436088836752
"18",0.703207709826529,0.821523824357428,0.945857027289458,0.973436088836752
"19",0.712490520626306,0.852100606239401,0.945810989430174,0.973436088836752
"20",0.697396596614271,0.880827122577466,0.945810989430174,0.973436088836752
"21",0.726192184537649,0.841712012398057,0.945810989430174,0.973436088836752
"22",0.731476633925922,0.80346036197152,0.945810989430174,0.969392645102926
"23",0.731476633925922,0.823825985006988,0.964443975850009,0.969392645102926
"24",0.735059984936379,0.823825985006988,0.985378221329302,0.969392645102926
"25",0.735059984936379,0.802491185511462,0.9878675425658,0.974288676423021
"26",0.735059984936379,0.794960607448593,0.955657970160246,0.974288676423021
"27",0.731522305449471,0.784003836219199,0.953104059118778,0.983616810920648
"28",0.778785212431103,0.745357014401816,0.903343210997991,0.983616810920648
"29",0.800452545331791,0.721591195021756,0.903343210997991,0.983616810920648
"30",0.804677660949528,0.753673008223996,0.914631218789145,0.983616810920648
"31",0.847598398756236,0.796816263557412,0.897296521952376,0.983616810920648
"32",0.839479123568162,0.810293078562245,0.902063713921234,0.983616810920648
"33",0.839479123568162,0.825747694564052,0.89350926449988,0.983616810920648
"34",0.876644931361079,0.870098242163658,0.886561044701375,0.984597164951265
"35",0.901900209626183,0.9108937142184,0.886561044701375,0.984597164951265
"36",0.910353128728457,0.921950944606215,0.888829138106667,0.984597164951265
"37",0.940006798924878,0.907237613084726,0.912384915049188,0.984597164951265
"38",0.917161381593905,0.910967327980325,0.924484646762721,0.984597164951265
"39",0.933009526692331,0.946090496145189,0.948063425836153,0.984597164951265
"40",0.90796282896772,0.989494691835716,0.932989926147275,0.987875942303799
"41",0.923844580515288,0.956850754097104,0.932989926147275,0.966192837292328
"42",0.926512621878646,0.948784092161805,0.942110253381543,0.966192837292328
"43",0.948783223959617,0.935759820556268,0.942110253381543,0.966192837292328
"44",0.901120241545141,0.95674296473153,0.941267799562775,0.989648302388377
"45",0.891969825909473,0.954980461765081,0.941267799562775,0.989648302388377
"46",0.93316681671422,0.946326428931207,0.941267799562775,0.973800393287092
"47",0.932030198303982,0.96579289843794,0.941267799562775,0.973800393287092
"48",0.954087923117913,0.970926202670671,0.941267799562775,0.96039464934729
"49",0.979212201479822,0.926689505297691,0.9707024411764,0.96039464934729
"50",0.979212201479822,0.922965912078508,0.935957926209085,0.96039464934729
"51",0.975564574706368,0.935405284678564,0.934618966188282,0.96039464934729
"52",0.946876452001743,0.935405284678564,0.930413158540614,0.96039464934729
"53",0.935166967613622,0.945693037309684,0.930413158540614,0.971089397626929
"54",0.949607064714655,0.945693037309684,0.939686435624026,0.971089397626929
"55",0.958567650336772,0.901783536886797,0.973805545829237,0.968564099003561
"56",0.971487045940012,0.901783536886797,0.950414738059044,0.968564099003561
"57",0.941469543147832,0.901002095220611,0.956680039479397,0.981267383391969
"58",0.967984163830988,0.937338226893917,0.956680039479397,0.981267383391969
"59",0.967984163830988,0.970159163791686,0.928254888649099,0.981267383391969
"60",0.970264681009575,0.970159163791686,0.928254888649099,0.981267383391969
"61",0.925053288205526,0.962061596103013,0.928254888649099,0.982194194197655
"62",0.897319311648607,0.962061596103013,0.938963014003821,0.982194194197655
"63",0.872013264847919,0.962061596103013,0.962839473690838,0.982194194197655
"64",0.909419250511564,0.9618908920791,0.944434481952339,0.982194194197655
"65",0.950085989804938,0.9618908920791,0.944434481952339,0.982194194197655
"66",0.972226773318834,0.9618908920791,0.934617264545523,0.982194194197655
"67",0.956050149025395,0.9618908920791,0.924365093000233,0.961388666578568
"68",0.956050149025395,0.9618908920791,0.914696942269802,0.954738368978724
"69",0.978354911040514,0.964983431226574,0.922981872642413,0.954738368978724
"70",0.933704703510739,0.942441341048107,0.970097126532346,0.94333241567947
"71",0.95074012116529,0.945584075897932,0.980141091044061,0.930761421401985
"72",0.95074012116529,0.937805798067711,0.980141091044061,0.964784142863937
"73",0.950663739885203,0.937805798067711,0.980141091044061,0.964784142863937
"74",0.972017606068402,0.95428197956644,0.941422328609042,0.986573441582732
"75",0.972017606068402,0.923727291706018,0.94867824811954,0.986573441582732
"76",0.988816029531881,0.95236998454202,0.94867824811954,0.986573441582732
"77",0.988816029531881,0.971430802205578,0.952840562467463,0.986573441582732
"78",0.988816029531881,0.971430802205578,0.952840562467463,0.985881347907707
"79",0.971821198030375,0.98637653272599,0.952840562467463,0.985881347907707
"80",0.951323546585627,0.975905181723647,0.952840562467463,0.985881347907707
"81",0.931951265223324,0.942837131721899,0.943759146495722,0.985881347907707
"82",0.963543648598715,0.957574257883243,0.94902968078386,0.962417562305927
"83",0.963543648598715,0.957574257883243,0.941787411132827,0.962417562305927
"84",0.943505043420009,0.942274323548191,0.941787411132827,0.962417562305927
"85",0.935730798426084,0.896390105830506,0.952147270645946,0.962417562305927
"86",0.918702708859928,0.919272037921474,0.952147270645946,0.962417562305927
"87",0.874954115133732,0.964052629424259,0.952147270645946,0.962417562305927
"88",0.861994690424762,0.964052629424259,0.952147270645946,0.96997807379812
"89",0.877892822399735,0.996195994992741,0.952147270645946,0.96997807379812
"90",0.838545741303823,0.996195994992741,0.952147270645946,0.96997807379812
"91",0.838545741303823,0.952628598432057,0.952147270645946,0.96997807379812
"92",0.811279873247258,0.942799533577636,0.943689531204291,0.96997807379812
"93",0.785007228190079,0.942799533577636,0.943689531204291,0.96997807379812
"94",0.785007228190079,0.942799533577636,0.943689531204291,0.971823104750365
"95",0.786916144145652,0.964372190879658,0.949180129775777,0.971823104750365
"96",0.789232852170243,0.994644598965533,0.972838866151869,0.971823104750365
"97",0.813959660194814,0.994644598965533,0.924773977743462,0.971823104750365
"98",0.785447020898573,0.994644598965533,0.926513435784727,0.971823104750365
"99",0.755148287164047,0.994644598965533,0.947074230364524,0.971823104750365
"100",0.755148287164047,0.980727797211148,0.971685065492056,0.971823104750365
"101",0.767978771799243,0.988009187788703,0.971685065492056,0.971823104750365
"102",0.788760768529027,0.988009187788703,0.95369330404792,0.971823104750365
"103",0.785259591974317,0.988009187788703,0.922400188376196,0.966036127973348
"104",0.824032406765036,0.988009187788703,0.920901716430672,0.990496659488417
"105",0.847893618512898,0.962766674300656,0.934569957572967,0.990496659488417
"106",0.876164665073156,0.913803823059425,0.934569957572967,0.990496659488417
"107",0.916158752026967,0.927938694576733,0.934569957572967,0.990496659488417
"108",0.9148140525911,0.957364759384655,0.952975100744516,0.952172186644748
"109",0.921418783278204,0.979758457676508,0.970399966905825,0.979761999263428
"110",0.943581334687769,0.985024280659855,0.948589801415801,0.979761999263428
"111",0.943581334687769,0.985024280659855,0.948589801415801,0.979761999263428
"112",0.918300777673721,0.988041654182598,0.920855372934602,0.979761999263428
"113",0.954765682388097,0.94117520051077,0.967585257301107,0.983659633179195
"114",0.954235892696306,0.930677095917054,0.967585257301107,0.983659633179195
"115",0.944603767688386,0.961824070708826,0.967585257301107,0.983659633179195
"116",0.907244483428075,0.983721155137755,0.967585257301107,0.983659633179195
"117",0.953268792061135,0.959264217247255,0.963632656121626,0.983659633179195
"118",0.953268792061135,0.956017793132924,0.963632656121626,0.983659633179195
"119",0.910737750050611,0.944915876048617,0.945553428283892,0.973329687700607
"120",0.947714665438979,0.898965486558154,0.928418201394379,0.973329687700607
"121",0.992694321856834,0.893842036277056,0.96083273733966,0.973329687700607
"122",0.948807252105325,0.883176406822167,0.945386957423761,0.973329687700607
"123",0.968330006720498,0.864470011275262,0.901832731091417,0.973329687700607
"124",0.941553082084283,0.897849035891704,0.950287553644739,0.973329687700607
"125",0.962088817451149,0.897849035891704,0.971920699393377,0.973329687700607
"126",0.918133109621703,0.889199461392127,0.928533725184388,0.973329687700607
"127",0.941568823996931,0.883658157265745,0.92679495960474,0.973329687700607
"128",0.896176244178786,0.840050092106685,0.92679495960474,0.973329687700607
